Intake Date,Species,Species Class,Age,# of Animals,Date Found,Specific Location,City Found,Cause for Admission,Comments
05/14/18,Herring Gull,Bird,Young Adult,1,05/11/18,,,Swallowed hook/R shoulder,
05/15/18,Eastern Cottontail,Mammal,Baby,1,05/14/18,Finder's address,Narragansett,"Cat caught, wound too deep and on spinal cord",
05/15/18,Virginia Opossum,Mammal,Baby,1,05/15/18,Animal was left at front door of Animal Control,,Orphaned juvenile,
05/15/18,Eastern Gray Squirrel,Mammal,Baby,1,05/14/18,33 International Way,Warwick,Orphaned juvenile,
05/15/18,American Toad,Reptile,Adult,1,05/15/18,Near SOD CO,Slocum,Broken/degloved leg,
05/15/18,Eastern Cottontail,Mammal,Adult,1,05/14/18,Finder's address,Warwick,Hawk attack,
05/15/18,Eastern Cottontail,Mammal,Juvenile,1,05/15/18,Finder's address,Riverside,"Cat attack, missing half of face",
05/15/18,Eastern Gray Squirrel,Mammal,Juvenile,1,05/15/18,Finder's address,Providence,"Cat caught and released, bit finder.  Agonal breathing shorly after intake.",
05/15/18,European Starling,Bird,Baby,1,05/15/18,Finder's address,Wakefield,Orphaned juvenile,
05/15/18,Eastern Cottontail,Mammal,Baby,1,05/15/18,Finder's address,Warwick,Orphaned juvenile,
05/15/18,Eastern Cottontail,Mammal,Baby,4,05/15/18,Backyard,Warwick,"Orphaned juvenile, dog tore up nest, no injuries",
05/15/18,Mallard,Bird,Baby,4,05/15/18,Finder's address,Warwick,Orphaned juvenile,
05/15/18,Muscovy Duck,Bird,Adult,1,05/15/18,"Garvin Memorial School, 1364 Diamond Hill Road",Cumberland,Orphaned juvenile,
05/15/18,Mallard,Bird,Baby,2,05/15/18,Julian Road,Warwick,Orphaned juvenile,
05/16/18,Eastern Cottontail,Mammal,Baby,1,05/15/18,,,Orphaned juvenile,
05/16/18,Northern Cardinal,Bird,Adult,1,05/16/18,Finder's address,Westerly,"Dog caught, back injury",
05/16/18,Eastern Chipmunk,Mammal,Baby,1,05/16/18,Finder's address,Saunderstown,"Dog caught, paralyzed",
05/16/18,Eastern Cottontail,Mammal,Baby,1,05/16/18,Finder's address,Warwick,Orphaned juvenile,
05/16/18,American Robin,Bird,Baby,4,05/16/18,Backyard,Warwick,"Orphaned juvenile, nest found on ground after storm",
05/16/18,Eastern Cottontail,Mammal,Baby,5,05/16/18,Backyard,Warwick,Orphaned juvenile,
05/19/18,Virginia Opossum,Mammal,Juvenile,1,05/16/18,Finder's address,Westerly,Orphaned juvenile,
05/17/18,Eastern Cottontail,Mammal,Baby,7,05/12/18,Finder's address,Providence,Orphaned juvenile,
05/17/18,House Finch,Bird,Juvenile,1,05/17/18,Finder's address,Warwick,"Cat caught, no wounds found",
05/17/18,European Starling,Bird,Adult,1,05/16/18,Found in road,,Injury,
05/17/18,Barred Owl,Bird,Baby,1,05/16/18,Ranken Path,North Smithfield,"Orphaned juvenile, on ground for 2 days",
05/17/18,Herring Gull,Bird,Young Adult,1,05/17/18,,,Dislocated wing or broken shoulder,
05/17/18,House Sparrow,Bird,Baby,1,05/17/18,Finder's address,Providence,Orphaned juvenile,
05/18/18,Eastern Gray Squirrel,Mammal,Adult,1,05/17/18,Williams & Governor Street Intersection,Providence,Not moving,
05/18/18,Virginia Opossum,Mammal,Adult,1,05/18/18,In Road in front of 133 Greenbush Road,West Warwick,HBC,
05/18/18,House Finch,Bird,Baby,2,05/18/18,Finder's address,Cranston,"Orphaned juvenile, nest fell from tree",
05/18/18,House Sparrow,Bird,Baby,1,05/18/18,,Wakefield,Orphaned juvenile,
05/18/18,Mourning Dove,Bird,Adult,1,05/17/18,89 Jefferson Boulevard,Warwick,Possibly flew into building window,
05/18/18,Domestic Turkey,Bird,Baby,1,05/17/18,,Pascoag,"Part of intestine eposed, legs not functioning properly",
05/19/18,Virginia Opossum,Mammal,Adult,1,05/19/18,Quidnesset Point,North Kingstown,Injury,
05/01/18,Virginia Opossum,Mammal,,1,05/01/18,854 Main Avenue,Warwick,?,
05/13/18,Great-horned Owl,Bird,,1,05/13/18,,,Old break in L wing,
05/17/18,Eastern Cottontail,Mammal,Baby,1,05/17/18,Finder's address,Foster,Wound on backside,
05/17/18,Domestic Pigeon,Bird,,1,05/17/18,Finder's address,Providence,"Blind, L leg injury",
05/19/18,Mourning Dove,Bird,,1,05/19/18,Backyard,Lincoln,wing?,
05/20/18,Mourning Dove,Bird,Baby,2,05/20/18,Finder's address,North Providence,Nestlings,
05/21/18,European Starling,Bird,Baby,1,05/21/18,Finder's address,Providence,Baby,
05/22/18,American Robin,Bird,Baby,1,05/22/18,Finder's address,Warwick,Broken R wing @ elbow,
05/23/18,Woodchuck,Mammal,Baby,1,05/23/18,Bike path,East Providence,No injury. Handled with gloves. Submitted for testing.,
05/24/18,American Robin,Bird,Fledgling,1,05/24/18,Finder's address,Johnston,,
05/24/18,House Sparrow,Bird,Baby,1,05/14/18,Finder's address,"Fall River, MA",Cat caught,
05/25/18,European Starling,Bird,Baby,1,05/25/18,"593 Eddy Street, RI Hospital",Providence,N/A,
05/26/18,Mourning Dove,Bird,,1,05/26/18,Finder's address,Cumberland,Possible broken wing,
05/26/18,Eastern Cottontail,Mammal,Baby,1,05/26/18,Finder's address,Warwick,None,
05/26/18,Eastern Screech Owl,Bird,Baby,1,05/26/18,,Wakefield,Broken leg,
05/26/18,House Sparrow,Bird,Baby,1,05/27/18,Finder's address,Warwick,"R wing, not warming up or gaping anymore",
05/27/18,Eastern Gray Squirrel,Mammal,Baby,1,05/27/18,Backyard,Pawtucket,Unknown,
05/28/18,Eastern Screech Owl,Bird,,1,05/28/18,Finder's address,Warwick,Wrapped in dental floss,
05/28/18,Virginia Opossum,Mammal,,1,05/28/18,Rawlinson Drive,Coventry,Dehydrated,
05/28/18,Eastern Cottontail,Mammal,Baby,1,05/28/18,Leicester Drive,Lincoln,Small wounds on both shoulders,
05/28/18,European Starling,Bird,Nestling,1,05/28/18,Finder's address,Cumberland,?,
05/29/18,House Sparrow,Bird,Nestling,1,05/29/18,125 Industrial Drive,North Smithfield,,
05/29/18,Eastern Gray Squirrel,Mammal,,1,05/29/18,Backyard,Warwick,Back injury,
05/29/18,Eastern Phoebe,Bird,,1,05/29/18,Finder's address,Pascoag,"Broken L wing, crashed into window, bleeding",
05/30/18,Wood Duck,Bird,Duckling,3,05/30/18,Finder's address,Cranston,Not known,
05/30/18,Eastern Cottontail,Mammal,,4,05/30/18,434 Mount Pleasant Avenue,Providence,None,
05/30/18,Mourning Dove,Bird,,1,05/30/18,Finder's address,East Greenwich,Picked off chest scab and organs exposed.,
05/31/18,European Starling,Bird,Baby,1,05/31/18,Finder's address,Providence,Unknown,
05/31/18,Red-winged Black Bird,Bird,,1,05/31/18,Finder's address,Warwick,"Animal dove into primary tank and became covered in sludge/solids, stunned and swallowed sludge.",
05/31/18,Eastern Screech Owl,Bird,Baby,1,05/31/18,Corner of Broadview & Hess Avenue,Warwick,None known,
06/01/18,Eastern Cottontail,Mammal,Baby,6,06/01/18,Finder's address,Warwick,,
06/02/18,House Sparrow,Bird,Nestling,1,06/02/18,,,,
06/03/18,Eastern Cottontail,Mammal,Baby,1,06/03/18,Finder's address,Warwick,"Cat caught, appears uninjured",
06/03/18,Snapping Turtle,Reptile,,1,06/03/18,Finder's address,Providence,Cracked shell,
06/03/18,Common Grackle,Bird,,1,06/03/18,Atwood Avenue,Cranston,?,
06/05/18,Common Grackle,Bird,Fledgling,1,06/05/18,Ikea parking garage,"Stoughton, MA",No tail,
06/05/18,Blue Jay,Bird,Fledgling,1,06/05/18,21 Cruise Street,Warwick,,
05/24/18,Fisher,Mammal,Juvenile,1,05/23/18,Finder's address,Coventry,Orphaned juvenile,
05/25/18,Mallard,Bird,Baby,3,05/25/18,Yard,Johnston,Orphaned juvenile,
05/31/18,Raccoon,Mammal,Juvenile,2,05/30/18,Backyard,Cumberland,"Orphaned juvenile, left alone for 2 days but no mom.",
06/02/18,Tufted Titmouse,Bird,Adult,1,06/02/18,Finder's address,Charlestown,Wing fracture,
05/01/18,Eastern Gray Squirrel,Mammal,Juvenile,1,05/01/18,"Pontiac Avenue, across from Park Theatre",Cranston,"Orphaned juvenile, mom HBC",
06/02/18,White-tailed Deer,Mammal,Baby,1,06/02/18,64 Clinton Avenue,Jamestown,Orphaned juvenile,
06/02/18,Wild Turkey,Bird,Baby,1,06/01/18,I-95 North,Westerly,Orphaned juvenile,
06/03/18,Raccoon,Mammal,Juvenile,1,06/03/18,In yard,Lincoln,Orphaned juvenile,No exposure
06/05/18,Wild Turkey,Bird,Juvenile,1,06/05/18,Yard,East Greenwich,Prolapsed cloaca,
04/27/18,Domestic Pigeon,Bird,Adult,1,04/26/18,Finder's address,Providence,"Broken toe healed incorrectly, and will be in constant pain",
04/30/18,Red Fox,Mammal,Juvenile,1,04/30/18,Irons Avenue,Johnston,"Orphaned juvenile, found in junkyard, cold in rain, blind, neuro",No exposure
05/04/18,Spotted Turtle,Reptile,Adult,1,05/04/18,,Foster,"Car hit, not improving",
05/18/18,European Starling,Bird,Baby,3,05/18/18,Finder's address,North Providence,Orphaned juvenile,
05/18/18,Mallard,Bird,Baby,12,05/18/18,Crate & Barrel,Cranston,Orphaned juvenile,
05/23/18,House Sparrow,Bird,Baby,1,05/23/18,Finder's address,Providence,"? Injury, fell out of nest onto cement driveway",
05/23/18,Eastern Cottontail,Mammal,Juvenile,1,05/23/18,,Warwick,Dog caught,
05/23/18,Eastern Cottontail,Mammal,Baby,1,05/23/18,Finder's address,Warwick,Found in ground cover in yard by landscapers,
05/24/18,Eastern Cottontail,Mammal,Baby,1,05/23/18,Indian Trail,Charlestown,Cat ate sibling,
05/30/18,Mourning Dove,Bird,Adult,1,05/29/18,Finder's address,East Providence,FX R wing ,
05/30/18,Common Grackle,Bird,Juvenile,1,05/30/18,Next to a high school,Woonsocket,Orphaned juvenile,
05/30/18,Common Grackle,Bird,Juvenile,1,05/30/18,Cass park near high school,Woonsocket,Orphaned juvenile,
06/05/18,House Sparrow,Bird,Adult,1,06/04/18,Corner of Greeley and Charles Street on ground,Providence,"Head injury, not responsive and blind",
06/01/18,European Starling,Bird,Baby,1,06/01/18,Backyard,"Seekonk, MA","Orphaned juvenile, ? Injury, fell out of nest",
05/15/18,Raccoon,Mammal,Baby,1,05/15/18,Finder's address,Tiverton,"Orphaned juvenile, animal left at front door of animal control",
05/15/18,Raccoon,Mammal,Baby,1,05/15/18,1035 West Shore Road,Warwick,Orphaned juvenile,
05/16/18,Painted Turtle,Reptile,Adult,1,05/16/18,Route 2 across from Barber Pond pull-in,North Kingstown,HBC,
05/18/18,Raccoon,Mammal,Baby,1,05/17/18,,,"Orphaned juvenile, animal was driven to finder from friend in Seekonk",
05/18/18,Mourning Dove,Bird,Juvenile,1,05/17/18,Finder's address,Warwick,Cat attack,
05/18/18,Wood Duck,Bird,Baby,1,05/18/18,Off Route 6 Crescent Circle,Scituate,"Orphaned juvenile, stuck in storm drain",
05/17/18,American Robin,Bird,Baby,1,05/16/18,Finder's address,Narragansett,"Cat caught, FX R fibia/tibula",
05/19/18,Eastern Cottontail,Mammal,Young Adult,1,05/19/18,"Meadow View Avenue, TF Greene",Warwick,"Car, broken leg",
05/19/18,Eastern Cottontail,Mammal,Baby,1,05/19/18,Finder's address,Westerly,Orphaned juvenile,
05/19/18,Eastern Cottontail,Mammal,Baby,1,05/17/18,Finder's address,Cranston,Orphaned juvenile,
05/19/18,Eastern Cottontail,Mammal,Baby,1,05/19/18,79 Carnation Drive,Warwick,Orphaned juvenile,
05/19/18,American Robin,Bird,Baby,5,05/19/18,Cranston Christian Fellowship,Cranston,Orphaned juvenile,
05/19/18,House Sparrow,Bird,Baby,5,05/19/18,Finder's address,Providence,Orphaned juvenile,
05/19/18,House Sparrow,Bird,Baby,1,05/19/18,Finder's address,Cranston,Orphaned juvenile,
05/19/18,Black & White Warbler,Bird,Adult,1,05/19/18,Finder's address,Wakefield,Window strike,
05/20/18,Mallard,Bird,Baby,8,05/20/18,Apponoag Circular in sewer,Warwick,Orphaned juvenile,
05/20/18,Eastern Cottontail,Mammal,Baby,2,05/20/18,Finder's address,East Greenwich,"Dog found nest, killed 4, 2 rescued",
05/20/18,Great-horned Owl,Bird,Adult,1,05/20/18,Finder's address,Foster,"Bumblefoot, little to no vision",
05/21/18,Eastern Cottontail,Mammal,Baby,4,05/21/18,Finder's address,North Kingstown,Dog caught,
05/21/18,Painted Turtle,Reptile,Baby,1,05/21/18,Finder's address,Richmond,Orphaned juvenile,
05/20/18,American Robin,Bird,Juvenile,1,05/20/18,Finder's address,Providence,Orphaned juvenile,
05/21/18,Eastern Cottontail,Mammal,Baby,5,05/18/18,Finder's address,Johnston,Orphaned juvenile,
05/21/18,European Starling,Bird,Baby,1,05/21/18,Walmart Shopping Plaza,Newport,"Fell from ceiling nest, cold, unresponsive, stopped gaping",
05/21/18,House Sparrow,Bird,Baby,1,05/21/18,"Motel 6, Jefferson Boulevard",Warwick,Orphaned juvenile,
05/21/18,American Robin,Bird,Adult,1,05/21/18,Finder's address,Pawtucket,Unknown trauma,
05/21/18,Short-tailed Weasel,Mammal,Baby,1,05/21/18,Bates Avenue,North Kingstown,Orphaned juvenile,
05/21/18,House Finch,Bird,Baby,4,05/21/18,1800 West Shore Road,Warwick,Needed to be relocated due to location of nest on a boat.  Nest moved but parents didn't find it.,
05/21/18,Eastern Cottontail,Mammal,Baby,1,05/21/18,,,Back legs seem paralyzed,
05/21/18,American Robin,,Baby,1,05/21/18,Finder's address,North Kingstown,Orphaned juvenile,
05/21/18,House Wren,Bird,Baby,3,05/21/18,Richmond Airport,Richmond,Orphaned juvenile,
05/22/18,American Robin,Bird,Young Adult,1,05/22/18,Annaquatucket,,"Back injury, possible HBC",
05/22/18,House Sparrow,Bird,Baby,1,05/21/18,,Warwick,Orphaned juvenile,
05/22/18,European Starling,Bird,Juvenile,5,05/22/18,75 Woodcrest Drive,Warwick,Orphaned juvenile,
05/22/18,Mourning Dove,Bird,Baby,1,05/21/18,Ground,North Kingstown,"Orphaned juvenile, ruptured R eye",
05/22/18,Eastern Cottontail,Mammal,Juvenile,1,05/21/18,Finder's address,West Warwick,Dog caught,
05/22/18,Canada Goose,Bird,Baby,1,05/21/18,Sprague Street,Smithfield,Orphaned juvenile,
05/22/18,Eastern Cottontail,Mammal,Baby,1,05/22/18,Clark Road,Westerly,Rear leg-paralyzed,
05/22/18,Virginia Opossum,Mammal,Mom+Baby,7,05/20/18,207 Third Beach Road,Middletown,Dog attack. Mom+6 babies.  Mom several wounds and broken back.,
05/22/18,House Sparrow,Bird,Baby,3,05/22/18,30 Kingstown Road,Narragansett,Orphaned juvenile,
05/22/18,Northern Cardinal,Bird,Adult,1,05/22/18,Watch Hill Road,Westerly,"Flew into car, dislocated R wing",
05/22/18,Eastern Cottontail,Mammal,Baby,5,05/22/18,Finder's address,Woonsocket,Orphaned juvenile,
05/22/18,Eastern Kingbird,Bird,Adult,1,05/21/18,Finder's address,North Smithfield,"Head injury, possible puncture through skull, neuro.",
05/22/18,Eastern Cottontail,Mammal,Baby,2,05/22/18,Finder's address,East Greenwich,"Cat caught, leg wounds too deep to fix, R legs damaged on both",
05/22/18,Domestic Pigeon,Bird,Adult,1,05/22/18,Roger Williams Park,Providence,Domestic,
05/22/18,Eastern Cottontail,Mammal,Baby,1,05/22/18,,Matunuck,Orphaned juvenile,
05/22/18,White-footed Mouse,Mammal,Baby,1,05/22/18,Finder's address,Saunderstown,Orphaned juvenile,
05/18/18,Fisher,Mammal,Juvenile,1,05/18/18,5 Alvina Drive,Johnston,"Orphaned juvenile, appeared stunned near road, possible HBC",
05/23/18,Eastern Cottontail,Mammal,Baby,1,05/23/18,Finder's address,Pawtucket,Cat caught,
05/23/18,Kirtland's Warbler,Bird,Juvenile,1,05/22/18,Backyard,Westerly,Flew into window,
05/23/18,Mourning Dove,Bird,Baby,1,05/23/18,Finder's address,Providence,Blood in L eye-trauma from blue jay attack,
05/23/18,House Sparrow,Bird,Baby,1,05/22/18,Amgen,East Greenwich,"Orphaned juvenile, blocked from dog food, would not pass and unresponsive",
05/23/18,House Sparrow,Bird,Baby,3,05/23/18,,Providence,Orphaned juvenile,
05/23/18,Eastern Gray Squirrel,Mammal,Baby,1,05/23/18,Finder's address,Warwick,Sick and dog attack,
05/23/18,Red-bellied Woodpecker,Bird,Juvenile,3,05/23/18,60 Raymond Potter Lane,Exeter,Found on side of road,
05/23/18,House Sparrow,Bird,Baby,1,05/23/18,Finder's address,Barrington,Orphaned juvenile,
05/23/18,House Sparrow,Bird,Baby,4,05/23/18,Roof at finder's address,Westerly,Orphaned juvenile,
05/23/18,European Starling,Bird,Baby,2,05/23/18,Finder's address,West Kingston,"Orphaned juvenile, nest fell",
05/23/18,House Sparrow,Bird,Baby,1,05/23/18,Thayer Street,Providence,"Orphaned juvenile, not sure about injury",
05/23/18,White-footed Mouse,Mammal,Baby,4,05/23/18,Savers,East Providence,Orphaned juvenile,
05/22/18,European Starling,Bird,Baby,3,05/22/18,,Kingston,Orphaned juvenile,
05/24/18,Raccoon,Mammal,Baby,2,05/22/18,Finder's address,Johnston,Orphaned juvenile,
05/24/18,Raccoon,Mammal,Juvenile,1,05/24/18,30 Forest Drive,Johnston,Orphaned juvenile,
05/24/18,Canada Goose,Bird,Baby,1,05/23/18,Rocky Point,Warwick,Orphaned juvenile,
05/24/18,House Sparrow,Bird,Baby,2,05/22/18,Finder's address,Providence,"Orphaned juvenile, ice cold and too young",
05/24/18,European Starling,Bird,Juvenile,1,05/21/18,85 Ash Street,Lincoln,Orphaned juvenile,
05/24/18,American Robin,Bird,Juvenile,1,05/24/18,Finder's address,Providence,Orphaned juvenile,
05/24/18,Ruby-throated Humming Bird,Bird,Young Adult,1,05/24/18,"PJ Keating, 875 Phenix Avenue",Cranston,"Back injury, failing",
05/24/18,Wild Turkey,Bird,Baby,1,05/24/18,Route 12,Cranston,Orphaned juvenile,
05/24/18,Scarlet Tanager,Bird,Adult,1,05/24/18,Foster Farm,North Scituate,Broken wing,
05/24/18,Wood Duck,Bird,Baby,3,05/24/18,Finder's address,Providence,Orphaned juvenile,
05/24/18,Eastern Cottontail,Mammal,Baby,1,05/24/18,Finder's address,Warren,"Skin pulled back, crow attack",
05/24/18,American Robin,Bird,Baby,2,05/23/18,Finder's address,Middletown,Orphaned juvenile,
05/24/18,Eastern Gray Squirrel,Mammal,Juvenile,1,05/24/18,Finder's address,Coventry,Injury,
05/24/18,Eastern Cottontail,Mammal,Baby,1,05/24/18,Clark Road,Wakefield,Injury,
05/24/18,House Sparrow,Bird,Baby,1,05/24/18,Finder's address,Riverside,Orphaned juvenile,
05/24/18,Northern Cardinal,Bird,Adult,1,05/24/18,Dry Bridge Road,South Kingstown,Injury,
05/24/18,European Starling,Bird,Baby,1,05/24/18,255 Metro Center Boulevard,Warwick,Orphaned juvenile,
05/24/18,Eastern Cottontail,Mammal,Juvenile,1,05/24/18,Finder's address,Warwick,"Orphaned juvenile, nest destroyed/kidnapped",
05/24/18,Chipping Sparrow,Bird,Baby,1,05/24/18,Tower Hill Road,North Kingstown,"Found in yard, dragging back legs",
05/25/18,House Sparrow,Bird,Baby,1,05/24/18,Outside Crown Electric/Home Depot,Providence,Orphaned juvenile,
05/24/18,House Sparrow,Bird,Baby,1,05/23/18,,,In a mouse trap,
05/25/18,Eastern Cottontail,Mammal,Baby,1,05/25/18,215 South Ferry Road,Narragansett,Weed wacker,
05/25/18,Great-horned Owl,Bird,Adult,1,05/25/18,Shelter Harbor Golf Club,Charlestown,Head trauma,
05/25/18,Eastern Cottontail,Mammal,Baby,1,05/24/18,Finder's address,Warwick,Orphaned juvenile,
05/25/18,Eastern Cottontail,Mammal,Baby,3,05/16/18,Finder's address,Westerly,"Orphaned juvenile, extremely thin, malnourished and dehydrated",
05/25/18,House Sparrow,Bird,Juvenile,1,05/24/18,Finder's address,Riverside,Leg injury,
05/25/18,Eastern Cottontail,Mammal,Baby,1,05/24/18,Finder's address,Woonsocket,Orphaned juvenile,
05/25/18,American Robin,Bird,Baby,1,05/25/18,Finder's address,Providence,Nest fell down from gutter,
05/25/18,Eastern Cottontail,Mammal,Juvenile,1,05/25/18,Finder's address,Warwick,"Found laying on its side, dying",
05/25/18,European Starling,Bird,Baby,1,05/24/18,49 Ledge Street,Providence,Orphaned juvenile,
05/25/18,American Robin,Bird,Baby,2,05/25/18,Finder's address,East Greenwich,Orphaned juvenile,
05/25/18,European Starling,Bird,Baby,2,05/25/18,255 Metro Center Boulevard,Warwick,Orphaned juvenile,
05/25/18,House Sparrow,Bird,Baby,4,05/25/18,Finder's address,"Seekonk, MA","Orphaned juvenile, 2 fell from nest",
05/25/18,European Starling,Bird,Baby,1,05/24/18,21 Quinton Street,Warwick,Fell off of 30 feet building,
05/26/18,Eastern Cottontail,Mammal,Juvenile,3,05/26/18,Finder's address,Kingston,Cat bite,
05/26/18,European Starling,Bird,Juvenile,1,05/26/18,Fort Adams State Park,Newport,Orphaned juvenile,
05/26/18,European Starling,Bird,Young Adult,1,05/26/18,Weybosset Street,Providence,"HBC, dislocated shoulder",
05/26/18,European Starling,Bird,Baby,1,05/26/18,10 Sandord Street,Pawtucket,"Fell from nest, laying on its side",
05/26/18,Ruby-throated Humming Bird,Bird,Juvenile,1,05/26/18,,,Injury,
05/26/18,Eastern Cottontail,Mammal,Baby,1,05/20/18,Finder's address,Pawtucket,"Orphaned juvenile, cat attack, no wounds",
05/26/18,American Robin,Bird,Juvenile,1,05/25/18,,,Orphaned juvenile,
05/26/18,Eastern Cottontail,Mammal,,1,05/25/18,Finder's address,Lincoln,Orphaned juvenile,
05/26/18,Raccoon,Mammal,Juvenile,2,05/26/18,Finder's address,Coventry,Orphaned juvenile,
05/25/18,American Robin,Bird,Adult,1,05/24/18,Daniel Drive,North Kingstown,"HBC? Found on side of road, feathers missing, standing funny, eyes closed",
05/27/18,European Starling,Bird,Baby,1,05/27/18,Wickford Marina,North Kingstown,Orphaned juvenile,
05/27/18,American Robin,Bird,Juvenile,1,05/27/18,,,Cat brought home,
05/27/18,Eastern Cottontail,Mammal,Baby,1,05/27/18,58 Ram Island Road,Charlestown,"Orphaned juvenile, nest destroyed/siblings killed",
05/29/18,American Robin,Bird,Juvenile,1,05/29/18,Finder's address,Coventry,"Orphaned juvenile, fell from nest",
05/27/18,Domestic Pigeon,Bird,Juvenile,1,05/27/18,"Tennis Hall of Fame, Bellevue Avenue",Newport,"Back injury, failing",
05/27/18,Common Grackle,Bird,Juvenile,1,05/27/18,262 Chatham Circle,Warwick,Orphaned juvenile,
05/28/18,Domestic Pigeon,Bird,Adult,1,05/26/18,Finder's address,Middletown,Wrist broken in multiple spots,
05/28/18,Eastern Gray Squirrel,Mammal,Adult,1,05/28/18,"161 West Shore Road, C-8",Warwick,"Apparent poisoning, possible HBC, Paralyzed and agonal",
05/28/18,European Starling,Bird,Baby,1,05/26/18,Montgomery Street,Pawtucket,Orphaned juvenile,
05/28/18,Gray Catbird,Bird,Adult,1,05/28/18,Finder's address,North Kingstown,"Head injury, very disoriented & spinning",
05/28/18,Virginia Opossum,Mammal,Baby,2,05/27/18,Finder's address,Charlestown,Orphaned juvenile,
05/28/18,American Robin,Bird,Juvenile,1,05/28/18,Finder's address,Narragansett,Injury,
05/28/18,Wood Duck,Bird,Baby,1,05/28/18,Finder's address,North Kingstown,HBC,
05/28/18,Eastern Chipmunk,Mammal,Adult,1,05/28/18,Finder's address,Johnston,Injury,
05/28/18,Screech Owl,Bird,Adult,1,05/27/18,,Cranston,Broken wing closed to joint.  Struck windshield of car and caught in wiperblade,
05/28/18,Mourning Dove,Bird,Juvenile,1,05/28/18,Finder's address,North Kingstown,Broken R leg in several spots and Broken R wing,
05/28/18,Herring Gull,Bird,Adult,1,05/28/18,45 State Street,Narragansett,Injury,
05/29/18,European Starling,Bird,Juvenile,1,05/28/18,Finder's address,Cranston,Possible cat attack,
05/28/18,Common Grackle,Bird,Baby,1,05/28/18,Finder's address,East Greenwich,L leg broken @ hip & knee joint,
05/29/18,Eastern Cottontail,Mammal,Baby,1,05/28/18,Finder's address,Pawtucket,Orphaned juvenile,
05/28/18,Woodchuck,Mammal,Baby,1,05/28/18,Pilgrim Road,Narragansett,"Orphaned juvenile, possible dehydrated",
05/29/18,Eastern Cottontail,Mammal,Juvenile,1,05/28/18,Finder's address,Warwick,"Cat attack, degloving/wounds on back, exposing bone",
05/29/18,Eastern Cottontail,Mammal,Baby,1,05/28/18,Finder's address,Warwick,"Broken leg, compound fx",
05/29/18,House Sparrow,Bird,Young Adult,1,05/29/18,Finder's address,Warwick,"Wire wrapped around leg, found hanging from a branch. Finder cut her off branch, not wire.",
05/29/18,Eastern Cottontail,Mammal,Juvenile,1,05/29/18,URI Emporium,Kingston,Orphaned juvenile,
05/29/18,Woodchuck,Mammal,Juvenile,1,05/29/18,Finder's address,Lincoln,"Head injury, likely HBC, seizing",
05/29/18,European Starling,Bird,Baby,1,05/27/18,,,Injury,
05/29/18,Mourning Dove,Bird,Adult,1,05/25/18,Finder's address,North Providence,"Dislocated L leg, necrotic eyelid",
05/29/18,European Starling,Bird,Baby,1,05/28/18,,"Fall River, MA",Broken leg,
05/29/18,House Sparrow,Bird,Juvenile,1,05/28/18,Finder's address,Providence,Orphaned juvenile,
05/29/18,House Sparrow,Bird,Juvenile,1,05/27/18,Shore Road,North Kingstown,Orphaned juvenile,
05/29/18,Eastern Cottontail,Mammal,Baby,2,05/27/18,Finder's address,Westerly,Kidnapped orphan,
05/29/18,American Robin,Bird,Adult,1,05/29/18,Finder's address,"North Attleboro, MA","Back injury, can't fly",
05/29/18,Common Raven,Bird,Juvenile,1,05/29/18,Mount Pleasant High School Stadium,East Providence,Broken back,
05/29/18,White-footed Mouse,Mammal,Baby,1,05/26/18,Finder's address,Warwick,Orphaned juvenile,
05/29/18,European Starling,Bird,Baby,1,05/29/18,Downtown Providence,Providence,"? Injury, animal cooded hurt/badshape",
05/29/18,Eastern Cottontail,Mammal,Baby,1,05/29/18,Finder's address,Westerly,Cat caught,
05/29/18,Common Grackle,Bird,Juvenile,1,05/29/18,Finder's address,Warwick,Leg issue,
05/30/18,Eastern Cottontail,Mammal,Juvenile,1,05/29/18,Finder's address,Cranston,"Back injury, back legs unresponsive",
05/30/18,Eastern Cottontail,Mammal,Juvenile,1,05/30/18,Finder's address,North Kingstown,Cat bite,
05/30/18,Wood Duck,Bird,Baby,2,05/30/18,,"Taunton, MA",Orphaned juvenile,
05/30/18,Eastern Screech Owl,Bird,Baby,1,05/30/18,Finder's address,Barrington,Orphaned juvenile,
05/30/18,House Finch,Bird,Baby,2,05/30/18,Finder's address,Coventry,"Orphaned juvenile, broken wrist",
05/30/18,American Robin,Bird,Adult,1,05/30/18,20 Erie Street,Providence,Head trauma,
05/30/18,Eastern Cottontail,Mammal,Juvenile,4,05/29/18,Washington Oak Elementary School,Coventry,"Orphaned juvenile, nest was run over",
05/30/18,European Starling,Bird,Baby,2,05/30/18,Richardson Road,Coventry,Orphaned juvenile,
05/30/18,Mourning Dove,Bird,Juvenile,1,05/26/18,Rocky Hollow Road,East Greenwich,Orphaned juvenile,
05/30/18,Eastern Cottontail,Mammal,Baby,1,05/30/18,,Exeter,"Possble cat caught, internal bleeding",
05/30/18,American Robin,Bird,Baby,1,05/30/18,,North Kingstown,"Head trauma, cut to face & eye",
05/30/18,House Sparrow,Bird,Baby,1,05/30/18,"Mettatucket Road, off 114",Narragansett,Blue Jay attack,
05/30/18,Canada Goose,Bird,Juvenile,1,05/30/18,,,"Foot issue, progressively worse over 48 hours",
05/30/18,Painted Turtle,Reptile,Baby,1,05/30/18,Easton's Beach,Newport,Broken leg,
