Intake Date,Species,Species Class,Age,# of Animals,Date Found,Specific Location,City Found,Cause for Admission,Comments
4/27/14,Rock Dove (Domestic),Bird,Adult,1,4/27/14,Fountain Street,Providence,Unknown trauma,Broken leg
7/15/14,Rock Dove (Domestic),Bird,Adult,1,7/15/14,Newport,Newport,Unknown trauma,Broken wing
9/6/14,Rock Dove (Domestic),Bird,Adult,1,9/3/14,North Providence ,North Providence,Injured,"Attacked by hawk, emaciated"
6/24/14,Rock Dove (Domestic),Bird,Adult,1,6/23/14,OSVS,,Unknown trauma,
8/21/14,Rock Dove (Domestic),Bird,Adult,1,8/21/14,76 Helen Avenue,Coventry,Emaciated,
2/20/14,Rock Dove (Domestic),Bird,Adult,1,2/20/14,10 Grant Drive,Coventry,Unable to fly,
9/23/14,Rock Dove (Domestic),Bird,Adult,1,9/23/14,Arcadia Road,Hope Valley,Injured,thin
7/17/14,Rock Dove (Domestic),Bird,Adult,1,7/17/14,Galilee,Narragansett,Drowning,
10/15/14,Rock Dove (Domestic),Bird,Adult,1,10/14/14,Saunderstown,Saunderstown,Lost,
1/2/14,Rock Dove (Domestic),Bird,Adult,1,1/2/14,Charles Street,Providence,Thin/Failing,Domestic no bands
4/22/14,Rock Dove (Domestic),Bird,Adult,1,4/22/14,Yard Warwick Avenue,Warwick,Emaciated,
5/22/14,Rock Dove (Domestic),Bird,Adult,1,5/18/14,WCLL Baseball Field,Warwick,Unknown trauma,
7/16/14,Rock Dove (Domestic),Bird,Adult,1,7/16/14,345 Blackstone Blvd,Providence,Unknown trauma,Missing eye
8/27/14,Rose-breasted Grosbeak,Bird,Adult,1,8/27/14,43 Camara Drive,Portsmouth,Window Strike,
7/18/14,Rose-breasted Grosbeak,Bird,Adult,1,7/18/14,78 Eileen Dr,North Kingstown,Injured,
7/7/14,Ruby-throated Hummingbird,Bird,Adult,1,7/6/14,In yard,Chepachet,Window Strike,
5/9/14,Ruby-throated Hummingbird,Bird,Adult,1,5/9/14,,Exeter,Injured,
8/5/14,Ruby-throated Hummingbird,Bird,Adult,1,8/5/14,102 Mt. Hygeia Road,Foster,Unknown trauma,
8/25/14,Ruby-throated Hummingbird,Bird,Adult,1,8/25/14,195 Howard Avenue,Hope,Unknown trauma,wing fx
7/21/14,Ruby-throated Hummingbird,Bird,Adult,1,7/20/14,Clark Farms,North Kingstown,Unknown trauma,
8/23/14,Ruby-throated Hummingbird,Bird,Adult,1,8/22/14,17 Red Oak Drive,Coventry,Unknown trauma,Left wing fx
5/11/14,Ruby-throated Hummingbird,Bird,Adult,1,5/10/14,,Clayville,Injured,
9/24/14,Ruby-throated Hummingbird,Bird,Adult,1,9/2/14,Cranston,Cranston,Window Strike,
8/20/14,Ruddy Duck,Bird,Adult,1,8/20/14,163 Surfside Avenue,Charlestown,Emaciated,
8/15/14,Ruddy Duck,Bird,Adult,1,8/15/14,Quonnie Beach,Charlestown,Emaciated,
6/1/14,Ruffed Grouse,Bird,Adult,1,5/31/14,1025 Green End Ave,Middletown,Injured,Probably HBC
8/7/14,Sanderling,Bird,Adult,1,8/7/14,East Matunuck Beach,Matunuck,Unknown trauma,dislocated shoulder
8/7/14,Semipalmated Sandpiper,Bird,Adult,1,8/7/14,East Matunuck Beach,Matunuck,Unknown trauma,broken wing
12/5/14,Sharp-shinned Hawk,Bird,Adult,1,12/5/14,Elm Road,Newport,Hit by car,
12/26/14,Sharp-shinned Hawk,Bird,Adult,1,12/26/14,240 Foddering Farm Road,Narragansett,Hit by car,
4/3/14,Sharp-shinned Hawk,Bird,Adult,1,4/2/14,Providence  ,Providence,Unknown trauma,
7/10/14,Snowy Egret,Bird,Adult,1,7/10/14,Narragansett ,Narragansett,Unknown trauma,Broken wing
3/31/14,Snowy Owl,Bird,Adult,1,3/30/14,Potters Cove,Prudence Island,Unknown trauma,
7/3/14,Sooty Shearwater,Bird,Adult,1,7/3/14,,,Unknown trauma,Broken leg
5/6/14,Tufted Titmouse,Bird,Adult,1,5/6/14,9 Brayton Mdw,East Greenwich,Injured,
2/10/14,Tufted Titmouse,Bird,Adult,1,2/10/14,240 Great Road,North Smithfield,Shoulder injury,Ruptured Air Sac
10/24/14,Tufted Titmouse,Bird,Adult,1,10/24/14,Side of house 14 Arrow Head Trail,Wakefield,Window Strike,
4/21/14,Tufted Titmouse,Bird,Adult,1,4/21/14,345 Pine Hill Road,Wakefield,Unknown trauma,Broken leg
12/8/14,Tufted Titmouse,Bird,Adult,1,12/8/14,76 West Allenton Road,North Kingstown,Window Strike,
2/15/14,Tufted Titmouse,Bird,Adult,1,2/11/14,345 Huntinghouse Road,North Scituate,Broken Wing,Shoulder fx
8/27/14,Virginia Rail,Bird,Adult,1,8/27/14,Old Boston Neck Road,Narragansett,Unknown trauma,wing and leg broken
12/23/14,White breasted Nuthatch,Bird,Adult,1,12/24/14,In yard,Newport,Window Strike,
5/19/14,White -eyed Vireo,Bird,Adult,1,5/19/14,Slater Mill,Pawtucket,Injured,
10/18/14,White-breasted Nuthatch,Bird,Adult,1,10/18/14,3595 Post Road,Warwick,Cat attack,
5/15/14,White-eyed Vireo,Bird,Adult,1,5/15/14,URI Bay Campus,,Unknown trauma,
11/24/14,White-throated Sparrow,Bird,Adult,1,11/24/14,244 Peckham Avenue,Middletown,Unknown Trauma,Fx wing
12/29/14,White-throated Sparrow,Bird,Adult,1,12/29/14,In Yard,Wakefield,Cat attack,
10/31/14,White-throated Sparrow,Bird,Adult,1,10/31/14,In Yard,Wakefield,Window Strike,
5/8/14,White-throated Sparrow,Bird,Adult,1,5/8/14,Benefit Street,Providence,Window Strike,
10/30/14,White-throated Sparrow,Bird,Adult,1,10/30/14,Providence College Campus,Providence,Window Strike,
4/18/14,Wild Turkey,Bird,Adult,1,4/18/14,5 Susan Elizabeth Drive,Johnston,Flew through window,Back injury
11/12/14,Wild Turkey,Bird,Adult,1,11/11/14,In Yard,Riverside,Unknown trauma,Fx ankle
3/11/14,Wild Turkey,Bird,Adult,1,3/11/14,Frenchtown Road,East Greenwich,Hit by car,
7/3/14,Wild Turkey,Bird,Adult,1,7/3/14,22 Stillwater,Cumberland,Unknown trauma,Leg
8/20/14,Willet,Bird,Adult,1,8/20/14,Green Hill Pond,South Kingstown,Unknown trauma,Injured
7/17/14,Wilson's Warbler,Bird,Adult,1,7/17/14,Playground at Cane CDC,Wakefield,Injured,
5/8/14,Wilson's Warbler,Bird,Adult,1,5/8/14,,,Injured,
4/16/14,Wood Duck,Bird,Adult,1,4/14/14,Chimney 65 Huling Lane ,East Greenwich,Stuck in chimney,
5/16/14,Wood Thrush,Bird,Adult,1,5/16/14,,Bradford,Injured,
5/14/14,Wood Thrush,Bird,Adult,1,5/14/14,21 Yeles Lane,Rockville,Window Strike,
5/8/14,Wood Thrush,Bird,Adult,1,5/8/14,Hamilton Harbour Condos,North Kingstown,Cat attack,
6/26/14,Yellow-billed Cuckoo,Bird,Adult,1,6/26/14,Rt.2 Warwick,Warwick,Animal Attack,
10/31/14,Yellow-rumped Warbler,Bird,Adult,1,10/31/14,333 Ocean Road,Narragansett,Window Strike,
1/24/14,Yellow-rumped Warbler,Bird,Adult,1,1/24/14,Newcombe Road,North Kingstown,Hit by car,
12/12/14,House Sparrow,Bird,Adult,1,12/12/14,BJs Johnston,Johnston,Stuck in Maple Syrup,
6/27/14,American Crow,Bird,Juvenile,1,6/26/14,East Greenwich,East Greenwich,Unknown trauma,Hole under left wing
6/25/14,American Crow,Bird,Juvenile,1,6/25/14,Bushes Post Road Pagoda Inn Restaurant,North Kingstown,Orphaned,
8/23/14,American Goldfinch,Bird,Juvenile,1,8/19/14,Rose Hill Golf Course,South Kingstown,Orphaned,
9/9/14,American Goldfinch,Bird,Juvenile,1,9/9/14,10 Navy Drive,North Kingstown,orphaned,
10/4/14,American Goldfinch,Bird,Juvenile,1,10/4/14,35 Advent Street,North Kingstown,Cat attack,
9/23/14,American Goldfinch,Bird,Juvenile,1,9/23/14,LaSalle Academy,Providence,Conjunctivitis,possible wing injury
6/11/14,American Goldfinch,Bird,Juvenile,1,6/11/14,37 Temple Street,Warwick,Cat attack,
5/20/14,American Goldfinch,Bird,Juvenile,1,5/20/14,,West Warwick,Orphaned,
5/12/14,American Goldfinch,Bird,Juvenile,1,5/11/14,,,Orphaned,
7/18/14,American Kestrel,Bird,Juvenile,1,7/18/14,Fountain Street,Pawtucket,Unknown trauma,
6/16/14,American Robin,Bird,Juvenile,2,6/16/14,233 Wellington Avenue,Providence,Orphaned,Neck injury
5/27/14,American Robin,Bird,Juvenile,1,5/23/14,"Gutter, 293 Woodbine Street",Cranston,Orphaned,
6/19/14,American Robin,Bird,Juvenile,1,6/19/14,10 Midway Ave,Pawtucket,Window Strike,
7/12/14,American Robin,Bird,Juvenile,1,7/11/14,Cranston,Cranston,Orphaned,
7/19/14,American Robin,Bird,Juvenile,1,7/19/14,Backyard 15 Country View Drive,Cranston,Unknown trauma,Lethargic   
7/12/14,American Robin,Bird,Juvenile,1,7/12/14,Yard,Narragansett,Cat attack,
8/6/14,American Robin,Bird,Juvenile,1,8/6/14,Beach Avenue,Narragansett,Unknown trauma,Possibly hit by car
6/23/14,American Robin,Bird,Juvenile,1,6/23/14,Essex Road,North Kingstown,Unknown trauma,
7/2/14,American Robin,Bird,Juvenile,1,7/1/14,Backyard King Phillip Drive,North Kingstown,Unknown trauma,
9/3/14,American Robin,Bird,Juvenile,1,9/3/14,51 Highbank Avenue,North Kingstown,Unknown trauma,
7/21/14,American Robin,Bird,Juvenile,1,7/21/14,"Yard, 189 Hunts Ave",Pawtucket,Injured,
7/16/14,American Robin,Bird,Juvenile,1,7/16/14,594 Hope Street,Providence,Unknown trauma,
7/28/14,American Robin,Bird,Juvenile,1,7/27/14,64 Fairfeild Ave,Providence,Orphaned,
7/7/14,American Robin,Bird,Juvenile,1,7/7/14,244 3rd Ave,Warwick,Unknown trauma,"Emaciated, sick, injured"
8/12/14,American Robin,Bird,Juvenile,1,8/12/14,West Warwick,West Warwick,Unknown trauma,Injured eye
6/24/14,American Robin,Bird,Juvenile,1,6/23/14,47 Putnam Street,Providence,Cat attack,
8/19/14,American Robin,Bird,Juvenile,1,8/19/14,,,Orphaned,
6/21/14,American Robin,Bird,Juvenile,1,6/21/14,147 Beach Avenue,Jamestown,Orphaned,
7/18/14,American Robin,Bird,Juvenile,1,7/18/14,Home Depot   ,North Kingstown,Unknown trauma,
7/24/14,American Robin,Bird,Juvenile,1,7/24/14,Backyard Starling Drive,Cranston,Orphaned,Broken hip
7/11/14,American Robin,Bird,Juvenile,1,7/11/14,Burrillville,Burrillville,Unknown trauma,Broken wing and leg
5/29/14,American Robin,Bird,Juvenile,1,5/29/14,3 Chestnut Street,Newport,Cat attack,
7/9/14,American Robin,Bird,Juvenile,1,7/9/14,Middletown,Middletown,Hanging from nest,Broken leg
7/1/14,American Robin,Bird,Juvenile,1,7/1/14,Cottrell Road,Saunderstown,Unknown trauma,"Broken foot, wing and back injury"
6/14/14,American Robin,Bird,Juvenile,1,6/14/14,183 Western Promenade Street,Cranston,Unknown trauma,Injured leg
6/16/14,American Robin,Bird,Juvenile,1,6/16/14,Warwick,Warwick,Cat attack,Back injury
7/7/14,American Robin,Bird,Juvenile,1,7/6/14,95 Posnegansett Avenue,Warwick,Unknown trauma,Compound wing fx
5/12/14,American Robin,Bird,Juvenile,1,5/11/14,Yard 412 Butternut Drive,North Kingstown,Orphaned,
6/18/14,American Robin,Bird,Juvenile,1,6/14/14,Maple Ave,West Warwick,Orphaned/Injured,
6/11/14,American Robin,Bird,Juvenile,1,6/8/14,In Yard Knollwood Drive,Woonsocket,orphaned,neurological
6/7/14,American Robin,Bird,Juvenile,1,6/7/14,Providence  ,Providence,Unknown trauma,
6/17/14,American Robin,Bird,Juvenile,1,6/17/14,17 Jewel Street,North Kingstown,Unknown trauma,Broken leg
6/29/14,American Robin,Bird,Juvenile,1,6/29/14,7 Haverhill Avenue,North Kingstown,Foot stuck in fence,Broken leg
7/31/14,American Robin,Bird,Juvenile,1,7/30/14,11 Hull Street,Jamestown,Orphaned,
7/25/14,American Robin,Bird,Juvenile,1,7/24/14,,North Kingstown,Dog attack,
7/25/14,American Robin,Bird,Juvenile,1,7/25/14,,,Orphaned,
9/11/14,American Robin,Bird,Juvenile,1,9/11/14,garden 530 Boston Neck Road,North Kingstown,Orphaned,
8/1/14,American Robin,Bird,Juvenile,1,8/1/14,,Providence,Orphaned,
7/9/14,American Robin,Bird,Juvenile,3,7/9/14,26 Ellary Lane,Newport,Orphaned,Cut down tree
6/10/14,American Robin,Bird,Juvenile,1,6/10/14,24 Commerce Street,Pawtucket,orphaned,
5/30/14,American Robin,Bird,Juvenile,1,5/29/14,,,Cat attack,
6/20/14,American Robin,Bird,Juvenile,2,6/20/14,,,orphaned,
5/28/14,American Robin,Bird,Juvenile,1,5/28/14,"Home, 32 Stoney View Drive",Cumberland,Orphaned,
6/11/14,American Robin,Bird,Juvenile,1,6/11/14,Breezeway 50 Shirley Drive,Cumberland,orphaned,
5/19/14,American Robin,Bird,Juvenile,1,5/18/14,"Yard, 9 Jib Ct",Middletown,Orphaned,
5/19/14,American Robin,Bird,Juvenile,1,5/18/14,49 Carroll Ave,Newport,Cat attack,
5/20/14,American Robin,Bird,Juvenile,1,5/19/14,Carroll Ave,Newport,Orphaned,
5/21/14,American Robin,Bird,Juvenile,1,5/20/14,"Yard, 40 Pat Circle",North Kingstown,Orphaned,
5/22/14,American Robin,Bird,Juvenile,1,5/22/14,Intrepid Drive bus stop,North Kingstown,Orphaned,
5/22/14,American Robin,Bird,Juvenile,1,5/22/14,George Street,Providence,Orphaned,
6/6/14,American Robin,Bird,Juvenile,1,6/6/14,,,orphaned,
5/29/14,American Robin,Bird,Juvenile,1,5/26/14,9 Berwick Place,Rumford,Orphaned,
6/2/14,American Robin,Bird,Juvenile,1,6/2/14,121 Balsam Road,Wakefield,Cat attack,
6/2/14,American Robin,Bird,Juvenile,1,6/2/14,,Warwick,Orphaned,
5/22/14,American Robin,Bird,Juvenile,1,5/21/14,Providence Street,West Warwick,Orphaned,
6/1/14,American Robin,Bird,Juvenile,1,5/31/14,68 Cottage Street,Cranston,Orphaned,Unable to fly/fledgling
6/4/14,American Robin,Bird,Juvenile,1,6/4/14,ground,,orphaned,
6/7/14,American Robin,Bird,Juvenile,1,6/7/14,Mettatuxet,Narragansett,orphaned,Fell out of nest
6/19/14,American Robin,Bird,Juvenile,1,6/18/14,59 Raynham Avvenue,Portsmouth,Orphaned,Fell out of nest
6/12/14,American Robin,Bird,Juvenile,1,6/12/14,Providence  ,Providence,Window Strike,
6/18/14,American Robin,Bird,Juvenile,1,6/18/14,Backyard,Wakefield,Orphaned,
6/22/14,American Robin,Bird,Juvenile,1,6/21/14,Backyard Diamond Hill Road,Warwick,Orphaned,
6/4/14,American Robin,Bird,Juvenile,1,6/3/14,Westerly,Westerly,Unknown trauma,
6/11/14,American Robin,Bird,Juvenile,1,6/11/14,234 Curry Road,Cranston,Unknown trauma,
6/12/14,American Robin,Bird,Juvenile,1,6/11/14,Post Road Trailer Park,North Kingstown,orphaned,
5/10/14,American Robin,Bird,Juvenile,3,5/10/14,Porch 80 Hazel Street,Attleboro,Orphaned,
7/22/14,American Robin,Bird,Juvenile,1,7/22/14,"Yard, 15 Harrison Ave",Barrington,Dog attack,
7/8/14,American Robin,Bird,Juvenile,1,7/8/14,Driveway 79 Genwood Drive,Charlestown,Orphaned,
5/20/14,American Robin,Bird,Juvenile,1,5/20/14,,,Orphaned,
6/30/14,American Robin,Bird,Juvenile,1,6/28/14,Cranston,Cranston,Orphaned,
7/21/14,American Robin,Bird,Juvenile,1,7/21/14,"House, 135 Ridgeway Rd",Cranston,Orphaned,
7/21/14,American Robin,Bird,Juvenile,1,7/21/14,,,Orphaned,
7/29/14,American Robin,Bird,Juvenile,3,7/26/14,,Cranston,Orphaned,
7/15/14,American Robin,Bird,Juvenile,1,7/1/14,Cumberland,Cumberland,Orphaned,
6/10/14,American Robin,Bird,Juvenile,1,6/10/14,Front Lawn,East Greenwich,Unknown trauma,
6/11/14,American Robin,Bird,Juvenile,1,6/9/14,Yard Manton Street,East Greenwich,Orphaned,
6/14/14,American Robin,Bird,Juvenile,1,6/14/14,,,orphaned,
7/2/14,American Robin,Bird,Juvenile,1,7/2/14,Sleepy Hollow Road,East Greenwich,orphaned,
7/23/14,American Robin,Bird,Juvenile,1,7/23/14,60 Quaker Lane,Warwick,Orphaned,
7/22/14,American Robin,Bird,Juvenile,1,7/22/14,"Home, 435 North Broadway",East Providence,Orphaned,
6/26/14,American Robin,Bird,Juvenile,1,6/26/14,Camelot Circle,Johnston,Orphaned,
8/6/14,American Robin,Bird,Juvenile,1,8/6/14,15 Homeland Street,Johnston,Orphaned,
6/11/14,American Robin,Bird,Juvenile,1,6/11/14,Mettatucket in Narrow River,,Orphaned,
8/4/14,American Robin,Bird,Juvenile,1,8/4/14,34 Green Kinyon Driftway,Narragansett,Unknown trauma,wing and leg injury
6/11/14,American Robin,Bird,Juvenile,1,6/11/14,Side of road ,Portsmouth,orphaned,
7/8/14,American Robin,Bird,Juvenile,1,7/8/14,5 Rosa Terrace,Newport,Cat attack,
6/9/14,American Robin,Bird,Juvenile,1,6/8/14,Enfield Avenue,Wickford,Orphaned,
6/20/14,American Robin,Bird,Juvenile,1,6/19/14,"Backyard, 73 Congdon Ave",North Kingstown,Orphaned/Injured,
6/23/14,American Robin,Bird,Juvenile,1,6/21/14,Fishing Cove Road,North Kingstown,Orphaned,
7/14/14,American Robin,Bird,Juvenile,1,7/14/14,Bank of America,North Kingstown,orphaned,Injured wing
7/21/14,American Robin,Bird,Juvenile,1,7/21/14,20 Marblehead Avenue,North Providence,Injured,
5/23/14,American Robin,Bird,Juvenile,2,5/23/14,Hamlin Street,North Providence,Orphaned,
7/8/14,American Robin,Bird,Juvenile,1,7/7/14,North Providence ,North Providence,Cat attack,
7/15/14,American Robin,Bird,Juvenile,1,7/15/14,North Providence ,North Providence,orphaned,
6/19/14,American Robin,Bird,Juvenile,4,6/18/14,Burrillville,Burrillville,orphaned,
6/25/14,American Robin,Bird,Juvenile,1,6/25/14,Weekapaug Road,Westerly,Orphaned,
6/3/14,American Robin,Bird,Juvenile,1,6/3/14,Yard 80 Vassar Avenue,Providence,Orphaned,Fell out of nest
6/12/14,American Robin,Bird,Juvenile,1,6/12/14,Reservoir Ave,Cranston,Unknown trauma,
7/15/14,American Robin,Bird,Juvenile,1,7/15/14,Providence  ,Providence,Orphaned,
7/17/14,American Robin,Bird,Juvenile,1,7/17/14,"Driveway, 140 Blackstone Blvd",Providence,Injured,
5/17/14,American Robin,Bird,Juvenile,1,5/17/14,,Rumford,Orphaned,
6/3/14,American Robin,Bird,Juvenile,1,6/3/14,,,Orphaned,
6/25/14,American Robin,Bird,Juvenile,1,6/25/14,Driveway 2665 Tower Hill Road,Saunderstown,Injured,
6/25/14,American Robin,Bird,Juvenile,1,6/25/14,Back yard 193 Ridge Road,Smithfield,Orphaned,
7/16/14,American Robin,Bird,Juvenile,1,7/15/14,Johnston,Johnston,Orphaned,
6/11/14,American Robin,Bird,Juvenile,1,6/11/14,In Street,Warren,Unknown trauma,
7/9/14,American Robin,Bird,Juvenile,1,7/9/14,Eagle Drive,Coventry,orphaned,Found on side of road
6/11/14,American Robin,Bird,Juvenile,1,6/11/14,Holly Road,South Kingstown,orphaned,
6/17/14,American Robin,Bird,Juvenile,1,6/17/14,Gentian Drive,Wakefield,Cat attack,
8/6/14,American Robin,Bird,Juvenile,1,8/5/14,Gilbert Stuart Road,Saunderstown,Orphaned,
8/13/14,American Robin,Bird,Juvenile,3,8/13/14,,Wakefield,Orphaned,
6/10/14,American Robin,Bird,Juvenile,1,6/10/14,,,Orphaned,
6/15/14,American Robin,Bird,Juvenile,1,6/15/14,"Backyard, 115 George Street",Warwick,Orphaned/Injured,
6/17/14,American Robin,Bird,Juvenile,1,6/17/14,Backyard Elkland Street,Warwick,Unknown trauma,Injured foot
6/20/14,American Robin,Bird,Juvenile,1,6/20/14,173 Mercer Street,East Providence,Orphaned/Injured,Wing Injury
7/1/14,American Robin,Bird,Juvenile,1,6/20/14,Backyard Wellspring Drive,Warwick,Unknown trauma,Leg injury
7/22/14,American Robin,Bird,Juvenile,1,7/22/14,Backyard Union Avenue,Warwick,Orphaned,
6/25/14,American Robin,Bird,Juvenile,1,6/23/14,Main Street & Woodside Avenue,West Warwick,Orphaned,
6/5/14,American Robin,Bird,Juvenile,1,6/1/14,Charlestown,Charlestown,Orphaned,
6/5/14,American Robin,Bird,Juvenile,1,6/1/14,Woonsocket,Woonsocket,orphaned,
6/8/14,American Robin,Bird,Juvenile,1,6/8/14,,,Orphaned,
6/22/14,American Robin,Bird,Juvenile,1,6/22/14,216 Laurel Ridge Lane,North Kingstown,Unknown trauma,
6/30/14,American Robin,Bird,Juvenile,1,6/27/14,27 Druid Road,Warwick,Unknown trauma,Broken leg
7/9/14,American Robin,Bird,Juvenile,3,7/9/14,Daves Market,East Greenwich,orphaned,Building under renovation
7/15/14,American Robin,Bird,Juvenile,1,7/15/14,6 Westford Road,Providence,orphaned,
7/23/14,American Robin,Bird,Juvenile,1,7/22/14,,,Orphaned,Fell from nest
8/14/14,American Robin,Bird,Juvenile,1,8/14/14,,,Orphaned,No info given
6/23/14,American Robin,Bird,Juvenile,1,6/23/14,,,Orphaned,
6/23/14,American Robin,Bird,Juvenile,1,6/23/14,South Kingstown,South Kingstown,Cat attack,
6/3/14,American Robin,Bird,Juvenile,1,6/3/14,West Warwick,West Warwick,Unknown trauma,
6/21/14,American Woodcock,Bird,Juvenile,1,6/21/14,Post Road,,Hit by car,
6/30/14,Baltimore Oriole,Bird,Juvenile,1,6/30/14,21 Bridge View Court,Saunderstown,Window Strike,
6/11/14,Baltimore Oriole,Bird,Juvenile,1,6/11/14,Ground on driveway Waverly street,Warwick,orphaned,
6/20/14,Baltimore Oriole,Bird,Juvenile,1,6/19/14,Lincoln Woods State Park,Lincoln,Unknown trauma,
6/12/14,Baltimore Oriole,Bird,Juvenile,1,6/12/14,Johnston Memorial Park,Johnston,Orphaned,
6/13/14,Baltimore Oriole,Bird,Juvenile,1,6/13/14,,,Orphaned,
6/9/14,Barn Owl,Bird,Juvenile,1,6/9/14,360 Jepson Lane,Portsmouth,Unknown trauma,Broken wing
6/2/14,Barn Swallow,Bird,Juvenile,1,6/2/14,Providence/Cranston line,Providence,Orphaned,
7/11/14,Barn Swallow,Bird,Juvenile,2,7/11/14,Barn,Exeter,orphaned,
6/27/14,Barn Swallow,Bird,Juvenile,1,6/27/14,877 Main Street,Hope Valley,Orphaned,
7/3/14,Barn Swallow,Bird,Juvenile,1,7/3/14,Casey Farm Barn,North Kingstown,Orphaned,
6/27/14,Barn Swallow,Bird,Juvenile,1,6/26/14,Heritage Barn,,Orphaned,
9/4/14,Barred Owl,Bird,Juvenile,1,9/4/14,777 Reservoir Road,Pascoag,Unknown trauma,Injured
5/31/14,Barred Owl,Bird,Juvenile,1,5/31/14,Hill Road,Pascoag,Unknown trauma,Right eye
9/12/14,Black crowned Night Heron,Bird,Juvenile,1,9/12/14,47 Marion Avenue,Cranston,Injured,Flew into corner of house
10/6/14,Black crowned Night Heron,Bird,Juvenile,1,10/6/14,Taft Street,Pawtucket,Unknown trauma,Broken leg
7/5/14,Black Scoter,Bird,Juvenile,1,7/4/14,220 Hull Cove Farm Road,Jamestown,Washed ashore,Failing
6/25/14,Black-capped Chickadee,Bird,Juvenile,1,6/24/14,Andre Avenue,Wakefield,Cat attack,
7/16/14,Black-capped Chickadee,Bird,Juvenile,1,7/16/14,Winter St,Wakefield,Cat attack,
5/22/14,Black-capped Chickadee,Bird,Juvenile,2,5/22/14,70 Holburn Ave,Cranston,Orphaned,
6/20/14,Blue Jay,Bird,Juvenile,2,6/20/14,,,Orphaned,
6/27/14,Blue Jay,Bird,Juvenile,1,6/27/14,South Providence,South Providence,Orphaned,
6/18/14,Blue Jay,Bird,Juvenile,1,6/18/14,"Yard, 32 Mayfair Road",Warwick,Orphaned/Injured,Unknown injuries
6/7/14,Blue Jay,Bird,Juvenile,1,6/7/14,48 Highview Drive,West Warwick,Dog attack,
7/8/14,Blue Jay,Bird,Juvenile,1,7/7/14,Garden City Shopping Center,Cranston,Unknown trauma,
6/23/14,Blue Jay,Bird,Juvenile,1,6/23/14,Backyard 38 Hickory Drive,Cranston,Unknown trauma,Shoulder/wing injury
7/3/14,Blue Jay,Bird,Juvenile,1,7/3/14,3rd Street,Newport,Cat attack,
5/27/14,Blue Jay,Bird,Juvenile,1,5/27/14,102 Melbourne Road,,Orphaned/Injured,
8/1/14,Blue Jay,Bird,Juvenile,1,8/1/14,53 Hillview Avenue,Providence,Unknown trauma,Chest wound
6/10/14,Blue Jay,Bird,Juvenile,1,6/10/14,Burnside Street,Cranston,orphaned,
6/23/14,Blue Jay,Bird,Juvenile,1,6/22/14,Backyard 20 King Phillip Drive,North Kingstown,Orphaned,Dropped by crow
6/4/14,Blue Jay,Bird,Juvenile,1,6/4/14,Lockwood,Providence,Orphaned,Fell out of nest
5/16/14,Blue Jay,Bird,Juvenile,1,5/15/14,,Cumberland,Orphaned,
6/26/14,Blue Jay,Bird,Juvenile,1,6/26/14,yard 237 Morris Street,Cumberland,Cat attack,
6/15/14,Blue Jay,Bird,Juvenile,1,6/8/14,Jamestown,Jamestown,Orphaned,"Had for 7 days, mom found dead nearby"
7/1/14,Blue Jay,Bird,Juvenile,1,6/29/14,Johnston,Johnston,orphaned,
6/25/14,Blue Jay,Bird,Juvenile,1,6/25/14,In middle of busy intersection,Kingston,Orphaned,
6/10/14,Blue Jay,Bird,Juvenile,1,6/10/14,Narragansett ,Narragansett,Cat attack,
7/14/14,Blue Jay,Bird,Juvenile,1,7/14/14,41 Isabelle Dr,Narragansett,Injured,
6/3/14,Blue Jay,Bird,Juvenile,1,6/2/14,,,Cat attack,
6/15/14,Blue Jay,Bird,Juvenile,1,6/14/14,House Unit Street,Providence,Orphaned,
6/7/14,Blue Jay,Bird,Juvenile,1,6/7/14,117 Newell Street,West Warwick,Orphaned,
6/9/14,Blue Jay,Bird,Juvenile,1,6/8/14,Lasalle Drive,Providence,Orphaned,2 siblings killed by cat
6/15/14,Blue Jay,Bird,Juvenile,1,6/15/14,Reynolds Avenue,Warwick,Orphaned,Fell out of nest
6/21/14,Blue Jay,Bird,Juvenile,1,6/21/14,350 Prospect Street,Pawtucket,Orphaned,
6/25/14,Blue Jay,Bird,Juvenile,1,unknown,79 Thurber Street,Warwick,Orphaned,
6/28/14,Blue Jay,Bird,Juvenile,1,6/28/14,41 Cross Bow Lane,West Warwick,orphaned,Can not fly
7/4/14,Blue Jay,Bird,Juvenile,1,7/4/14,264 Simmonsville Avenue,Johnston,Orphaned,
6/24/14,Blue Jay,Bird,Juvenile,1,6/23/14,Quiet Avenue,Coventry,Orphaned,Injured
7/7/14,Broad winged Hawk,Bird,Juvenile,1,7/7/14,242 Honeyman Avenue,Middletown,orphaned,
8/29/14,Broad winged Hawk,Bird,Juvenile,1,8/29/14,451 Putnam Pike,Glocester,Unknown trauma,Broken wing
6/27/14,Broad winged Hawk,Bird,Juvenile,1,6/27/14,39 Clark Mill Road,Coventry,Unknown trauma,Injured Leg
6/18/14,Brown Creeper,Bird,Juvenile,1,6/18/14,"Backyard, 753 Hatchery Road",North Kingstown,Orphaned,
7/11/14,Brown-headed Cow Bird,Bird,Juvenile,1,7/10/14,Yard 11 Freedom Court,Johnston,Dog attack,
5/9/14,Brown-headed Cow Bird,Bird,Juvenile,1,5/9/14,George Arden Road,Warwick,Orphaned,
